area_type,area,fips,date_start,date_end,variable,code,response,n,n_error,pct
State,California,06,2020-05-14,2020-05-19,tbirth_year_curfoodsuf_34,1974,NA,42284,28068,1.4196295232812144
State,California,06,2020-05-14,2020-05-19,tbirth_year_curfoodsuf_34,1975,NA,26504,16648,0.8898375848600134
State,California,06,2020-05-14,2020-05-19,tbirth_year_curfoodsuf_34,1976,NA,35777,19546,1.2011685110373769
State,California,06,2020-05-14,2020-05-19,tbirth_year_curfoodsuf_34,1977,NA,46311,18771,1.5548233164093568
State,California,06,2020-05-14,2020-05-19,tbirth_year_curfoodsuf_34,1978,NA,300886,111641,10.101820928896288
State,California,06,2020-05-14,2020-05-19,tbirth_year_curfoodsuf_34,1979,NA,43783,28246,1.4699433050148187
State,California,06,2020-05-14,2020-05-19,tbirth_year_curfoodsuf_34,1980,NA,59854,35735,2.0095128943305633
State,California,06,2020-05-14,2020-05-19,tbirth_year_curfoodsuf_34,1981,NA,152241,67180,5.111283842509004
State,California,06,2020-05-14,2020-05-19,tbirth_year_curfoodsuf_34,1982,NA,111735,59467,3.75132857565505
State,California,06,2020-05-14,2020-05-19,tbirth_year_curfoodsuf_34,1983,NA,32953,13052,1.106336010514735
State,California,06,2020-05-14,2020-05-19,tbirth_year_curfoodsuf_34,1984,NA,93962,48658,3.154620454706921
State,California,06,2020-05-14,2020-05-19,tbirth_year_curfoodsuf_34,1985,NA,47715,25222,1.6019741609077698
State,California,06,2020-05-14,2020-05-19,tbirth_year_curfoodsuf_34,1986,NA,66898,40746,2.246011013762582
State,California,06,2020-05-14,2020-05-19,tbirth_year_curfoodsuf_34,1987,NA,127975,84686,4.296557799737971
State,California,06,2020-05-14,2020-05-19,tbirth_year_curfoodsuf_34,1988,NA,42259,19041,1.41876831388207
State,California,06,2020-05-14,2020-05-19,tbirth_year_curfoodsuf_34,1989,NA,76397,46773,2.5649004069090164
State,California,06,2020-05-14,2020-05-19,tbirth_year_curfoodsuf_34,1990,NA,125021,53387,4.197408580960276
State,California,06,2020-05-14,2020-05-19,tbirth_year_curfoodsuf_34,1991,NA,37891,16534,1.2721392873174917
State,California,06,2020-05-14,2020-05-19,tbirth_year_curfoodsuf_34,1992,NA,21747,17743,0.7301207930835643
State,California,06,2020-05-14,2020-05-19,tbirth_year_curfoodsuf_34,1993,NA,81355,89870,2.73138318079465
State,California,06,2020-05-14,2020-05-19,tbirth_year_curfoodsuf_34,1994,NA,21385,13712,0.7179625392969875
State,California,06,2020-05-14,2020-05-19,tbirth_year_curfoodsuf_34,1995,NA,28189,23255,0.9464146250307967
State,California,06,2020-05-14,2020-05-19,tbirth_year_curfoodsuf_34,1996,NA,33288,18858,1.1175977776221757
State,California,06,2020-05-14,2020-05-19,tbirth_year_curfoodsuf_34,1997,NA,56616,23760,1.900803720633806
State,California,06,2020-05-14,2020-05-19,tbirth_year_curfoodsuf_34,1998,NA,13194,8636,0.4429785931555553
State,California,06,2020-05-14,2020-05-19,tbirth_year_curfoodsuf_34,1999,NA,90991,56709,3.0548820250487236
State,California,06,2020-05-14,2020-05-19,tbirth_year_curfoodsuf_34,2000,NA,31239,20881,1.0487945130444811
State,California,06,2020-05-14,2020-05-19,tbirth_year_curfoodsuf_34,2001,NA,66902,40457,2.246122534117506
State,California,06,2020-05-14,2020-05-19,tbirth_year_curfoodsuf_34,2002,NA,4724,5326,0.15859403256171864
State,California,06,2020-05-14,2020-05-19,tenure,1,Owned free and clear,4430977,296238,14.59751461219171
State,California,06,2020-05-14,2020-05-19,tenure,2,Owned with a mortgage or loan (including home equity loans),10124554,405331,33.35456487004572
State,California,06,2020-05-14,2020-05-19,tenure,3,Rented,11092370,349921,36.542961707423366
State,California,06,2020-05-14,2020-05-19,tenure,4,Occupied without payment of rent,386785,90987,1.274232083827307
State,California,06,2020-05-14,2020-05-19,tenure,NA,Did not report,4319641,315984,14.230726726511898
State,California,06,2020-05-14,2020-05-19,thhld_numkid,0,NA,18363938,382416,60.49858557307368
State,California,06,2020-05-14,2020-05-19,thhld_numkid,1,NA,5315145,315397,17.51033553658792
State,California,06,2020-05-14,2020-05-19,thhld_numkid,2,NA,3795388,260139,12.503615453759158
State,California,06,2020-05-14,2020-05-19,thhld_numkid,3,NA,1807007,253887,5.953046852207376
State,California,06,2020-05-14,2020-05-19,thhld_numkid,4,NA,585010,101411,1.9272709759168385
State,California,06,2020-05-14,2020-05-19,thhld_numkid,5,NA,487838,155243,1.6071456084550182
State,California,06,2020-05-14,2020-05-19,thhld_numkid_curfoodsuf_34,0,NA,1119823,136551,37.5964052475925
State,California,06,2020-05-14,2020-05-19,thhld_numkid_curfoodsuf_34,1,NA,677942,163921,22.76091597032881
State,California,06,2020-05-14,2020-05-19,thhld_numkid_curfoodsuf_34,2,NA,773657,183232,25.974381788853133
State,California,06,2020-05-14,2020-05-19,thhld_numkid_curfoodsuf_34,3,NA,241121,76580,8.095292166149353
State,California,06,2020-05-14,2020-05-19,thhld_numkid_curfoodsuf_34,4,NA,103365,40843,3.4703391210101313
State,California,06,2020-05-14,2020-05-19,thhld_numkid_curfoodsuf_34,5,NA,62629,30466,2.1026657060660643
State,California,06,2020-05-14,2020-05-19,total,NA,Total,30354327,0,100
State,California,06,2020-05-14,2020-05-19,wherefree1,1,Free meals through the school or other programs aimed at children,1109584,180594,38.61642529937306
State,California,06,2020-05-14,2020-05-19,wherefree1,NA,Did not report,29244743,180594,96.34456044975322
State,California,06,2020-05-14,2020-05-19,wherefree2,1,Food pantry or food bank,713211,124317,24.82159200716557
State,California,06,2020-05-14,2020-05-19,wherefree2,NA,Did not report,29641116,124317,97.6503824882891
State,California,06,2020-05-14,2020-05-19,wherefree3,1,Home-delivered meal service like Meals on Wheels,52876,27825,1.8402243069523097
State,California,06,2020-05-14,2020-05-19,wherefree3,NA,Did not report,30301451,27825,99.825803951018
State,California,06,2020-05-14,2020-05-19,wherefree4,1,"Church, synagogue, temple, mosque or other religious organization",321509,87326,11.189340642950278
State,California,06,2020-05-14,2020-05-19,wherefree4,NA,Did not report,30032818,87326,98.9408144847605
State,California,06,2020-05-14,2020-05-19,wherefree5,1,Shelter or soup kitchen,4722,2627,0.16433038901065064
State,California,06,2020-05-14,2020-05-19,wherefree5,NA,Did not report,30349605,2627,99.98444444822016
State,California,06,2020-05-14,2020-05-19,wherefree6,1,Other community program,913365,163226,31.78748551032044
State,California,06,2020-05-14,2020-05-19,wherefree6,NA,Did not report,29440962,163226,96.99098943424967
State,California,06,2020-05-14,2020-05-19,wherefree7,1,"Family, friends, or neighbors",375563,78437,13.07058224405254
State,California,06,2020-05-14,2020-05-19,wherefree7,NA,Did not report,29978764,78437,98.76273572944001
State,California,06,2020-05-14,2020-05-19,wrkloss,1,Yes,16802405,351079,55.35423214344425
State,California,06,2020-05-14,2020-05-19,wrkloss,2,No,13463621,350730,44.354866701060445
State,California,06,2020-05-14,2020-05-19,wrkloss,NA,Did not report,88301,22034,0.2909011554953026
State,California,06,2020-05-07,2020-05-12,curfoodsuf,1,Enough of the kinds of food (I/we) wanted to eat,15735975,629604,51.840960735476195
State,California,06,2020-05-07,2020-05-12,curfoodsuf,2,"Enough, but not always the kinds of food (I/we) wanted to eat",10105256,538129,33.290990124361976
State,California,06,2020-05-07,2020-05-12,curfoodsuf,3,Sometimes not enough to eat,2557855,345930,8.426658408297623
State,California,06,2020-05-07,2020-05-12,curfoodsuf,4,Often not enough to eat,753326,242368,2.481775141927632
State,California,06,2020-05-07,2020-05-12,curfoodsuf,NA,Did not report,1201915,251950,3.9596155899365857
State,California,06,2020-05-07,2020-05-12,egender,1,Male,14853271,0,48.93295943108923
State,California,06,2020-05-07,2020-05-12,egender,2,Female,15501056,0,51.06704056891078
State,California,06,2020-05-07,2020-05-12,egender_curfoodsuf_34,1,Male,1705766,350008,51.51533495555047
State,California,06,2020-05-07,2020-05-12,egender_curfoodsuf_34,2,Female,1605415,228483,48.48466504444952
State,California,06,2020-05-07,2020-05-12,expctloss,1,Yes,12346023,618902,40.673025123807705
State,California,06,2020-05-07,2020-05-12,expctloss,2,No,17941184,616455,59.10585482086966
State,California,06,2020-05-07,2020-05-12,expctloss,NA,Did not report,67120,35849,0.22112005532264645
State,California,06,2020-05-07,2020-05-12,foodconf,1,Not at all confident,2152037,357584,7.089719278639867
State,California,06,2020-05-07,2020-05-12,foodconf,2,Somewhat confident,7092035,601779,23.36416488957155
State,California,06,2020-05-07,2020-05-12,foodconf,3,Moderately confident,6665852,539695,21.96013659179297
State,California,06,2020-05-07,2020-05-12,foodconf,4,Very confident,11534479,535346,37.99945483862621
State,California,06,2020-05-07,2020-05-12,foodconf,NA,Did not report,2909925,430930,9.58652440136941
State,California,06,2020-05-07,2020-05-12,foodsufrsn1_curfoodsuf_34,1,Couldn't afford to buy more food,2506063,351863,75.68486357238282
State,California,06,2020-05-07,2020-05-12,foodsufrsn1_curfoodsuf_34,NA,Did not report,805118,238344,24.315136427617176
State,California,06,2020-05-07,2020-05-12,foodsufrsn2_curfoodsuf_34,1,Couldn’t get out to buy food,359542,139366,10.858429767687973
State,California,06,2020-05-07,2020-05-12,foodsufrsn2_curfoodsuf_34,NA,Did not report,2951639,356500,89.14157023231202
State,California,06,2020-05-07,2020-05-12,foodsufrsn3_curfoodsuf_34,1,Afraid to go or didn’t want to go out to buy food,699277,232817,21.118652913140224
State,California,06,2020-05-07,2020-05-12,foodsufrsn3_curfoodsuf_34,NA,Did not report,2611905,371598,78.88134708685978
State,California,06,2020-05-07,2020-05-12,foodsufrsn4_curfoodsuf_34,1,Couldn’t get groceries or meals delivered to me,307982,151134,9.301266447009771
State,California,06,2020-05-07,2020-05-12,foodsufrsn4_curfoodsuf_34,NA,Did not report,3003200,400044,90.69873355299022
State,California,06,2020-05-07,2020-05-12,foodsufrsn5_curfoodsuf_34,1,The stores didn’t have the food I wanted,889965,231230,26.877579031049834
State,California,06,2020-05-07,2020-05-12,foodsufrsn5_curfoodsuf_34,NA,Did not report,2421216,378152,73.12242096895015
State,California,06,2020-05-07,2020-05-12,freefood,1,Yes,2542276,446597,8.37533340367754
State,California,06,2020-05-07,2020-05-12,freefood,2,No,26529982,481289,87.40098797977684
State,California,06,2020-05-07,2020-05-12,freefood,NA,Did not report,1282069,249004,4.223678616545627
State,California,06,2020-05-07,2020-05-12,mortconf,1,No confidence,2297440,373244,10.24419937126176
State,California,06,2020-05-07,2020-05-12,mortconf,2,Slight confidence,3365228,463563,15.005426117292075
State,California,06,2020-05-07,2020-05-12,mortconf,3,Moderate confidence,5263302,579235,23.468864405567373
State,California,06,2020-05-07,2020-05-12,mortconf,4,High confidence,10986492,569035,48.988351465074786
State,California,06,2020-05-07,2020-05-12,mortconf,5,Payment is/will be deferred,511279,140397,2.279773892808061
State,California,06,2020-05-07,2020-05-12,mortconf,NA,Did not report,7930586,568578,26.126705286105544
State,California,06,2020-05-07,2020-05-12,mortlmth,1,Yes,18738303,749378,83.55338640744557
State,California,06,2020-05-07,2020-05-12,mortlmth,2,No,2297143,378332,10.242875884260645
State,California,06,2020-05-07,2020-05-12,mortlmth,3,Payment was deferred,1387251,407187,6.1857009316584435
State,California,06,2020-05-07,2020-05-12,mortlmth,NA,Did not report,7931629,568382,26.130142352975227
State,California,06,2020-05-07,2020-05-12,prifoodsuf,1,Enough of the kinds of food (I/we) wanted to eat,19219920,647125,63.3185500098654
State,California,06,2020-05-07,2020-05-12,prifoodsuf,2,"Enough, but not always the kinds of food (I/we) wanted to eat",7008774,617669,23.089868921371306
State,California,06,2020-05-07,2020-05-12,prifoodsuf,3,Sometimes not enough to eat,2266616,425947,7.467193755466785
State,California,06,2020-05-07,2020-05-12,prifoodsuf,4,Often not enough to eat,643172,242917,2.118882040476514
State,California,06,2020-05-07,2020-05-12,prifoodsuf,NA,Did not report,1215844,251181,4.005505272819996
State,California,06,2020-05-07,2020-05-12,rhispanic,1,"No, not of Hispanic, Latino, or Spanish origin",19323453,0,63.65963335944255
State,California,06,2020-05-07,2020-05-12,rhispanic,2,"Yes, of Hispanic, Latino, or Spanish origin",11030874,0,36.34036664055744
State,California,06,2020-05-07,2020-05-12,rhispanic_curfoodsuf_34,1,"No, not of Hispanic, Latino, or Spanish origin",1483187,245523,44.793271219742344
State,California,06,2020-05-07,2020-05-12,rhispanic_curfoodsuf_34,2,"Yes, of Hispanic, Latino, or Spanish origin",1827995,350924,55.206728780257656
State,California,06,2020-05-07,2020-05-12,rhispanic_rrace,11,Non-hispanic White,11815538,0,38.92538436712847
State,California,06,2020-05-07,2020-05-12,rhispanic_rrace,12,Non-hispanic Black,1679096,0,5.531653823960236
State,California,06,2020-05-07,2020-05-12,rhispanic_rrace,13,Non-hispanic Asian,4663753,202750,15.364377096942588
State,California,06,2020-05-07,2020-05-12,rhispanic_rrace,14,Non-hispanic Other,1165065,202750,3.838218071411268
State,California,06,2020-05-07,2020-05-12,rhispanic_rrace,21,Hispanic White,8374538,360888,27.589271285155064
State,California,06,2020-05-07,2020-05-12,rhispanic_rrace,22,Hispanic Black,527339,205394,1.7372777884601218
State,California,06,2020-05-07,2020-05-12,rhispanic_rrace,23,Hispanic Asian,1102695,298409,3.6327440371848
State,California,06,2020-05-07,2020-05-12,rhispanic_rrace,24,Hispanic Other,1026302,199235,3.3810735297574617
State,California,06,2020-05-07,2020-05-12,rhispanic_rrace_curfoodsuf_34,11,Non-hispanic White,505421,115458,15.264059828534513
State,California,06,2020-05-07,2020-05-12,rhispanic_rrace_curfoodsuf_34,12,Non-hispanic Black,622615,212178,18.803399650706137
State,California,06,2020-05-07,2020-05-12,rhispanic_rrace_curfoodsuf_34,13,Non-hispanic Asian,248047,127810,7.491183031169911
State,California,06,2020-05-07,2020-05-12,rhispanic_rrace_curfoodsuf_34,14,Non-hispanic Other,107104,55191,3.2346287093317874
State,California,06,2020-05-07,2020-05-12,rhispanic_rrace_curfoodsuf_34,21,Hispanic White,1373826,320539,41.49051293065613
State,California,06,2020-05-07,2020-05-12,rhispanic_rrace_curfoodsuf_34,22,Hispanic Black,43305,36462,1.3078535747858189
State,California,06,2020-05-07,2020-05-12,rhispanic_rrace_curfoodsuf_34,23,Hispanic Asian,146036,88397,4.410384311282129
State,California,06,2020-05-07,2020-05-12,rhispanic_rrace_curfoodsuf_34,24,Hispanic Other,264828,114723,7.997977963533568
State,California,06,2020-05-07,2020-05-12,rrace,1,"White, Alone",20190076,360888,66.51465565228352
State,California,06,2020-05-07,2020-05-12,rrace,2,"Black, Alone",2206435,205394,7.268931612420357
State,California,06,2020-05-07,2020-05-12,rrace,3,"Asian, Alone",5766448,383328,18.997121134127386
State,California,06,2020-05-07,2020-05-12,rrace,4,"Any other race alone, or race in combination",2191367,270438,7.21929160116873
State,California,06,2020-05-07,2020-05-12,rrace_curfoodsuf_34,1,"White, Alone",1879247,339231,56.75457275919065
State,California,06,2020-05-07,2020-05-12,rrace_curfoodsuf_34,2,"Black, Alone",665920,220183,20.111253225491957
State,California,06,2020-05-07,2020-05-12,rrace_curfoodsuf_34,3,"Asian, Alone",394083,159951,11.901567342452038
State,California,06,2020-05-07,2020-05-12,rrace_curfoodsuf_34,4,"Any other race alone, or race in combination",371932,131503,11.232606672865355
State,California,06,2020-05-07,2020-05-12,tbirth_year,1932,NA,102910,42042,0.3390284200150457
State,California,06,2020-05-07,2020-05-12,tbirth_year,1933,NA,9952,5562,0.0327869800859498
State,California,06,2020-05-07,2020-05-12,tbirth_year,1934,NA,66535,49732,0.21919363944739148
State,California,06,2020-05-07,2020-05-12,tbirth_year,1935,NA,26290,12486,0.08661130298113483
State,California,06,2020-05-07,2020-05-12,tbirth_year,1936,NA,10101,4370,0.03327740867618317
State,California,06,2020-05-07,2020-05-12,tbirth_year,1937,NA,83261,38588,0.2742955834623518
State,California,06,2020-05-07,2020-05-12,tbirth_year,1938,NA,68289,21630,0.22497407588143423
State,California,06,2020-05-07,2020-05-12,tbirth_year,1939,NA,119480,54230,0.3936185446661731
State,California,06,2020-05-07,2020-05-12,tbirth_year,1940,NA,115302,44056,0.3798550476384002
State,California,06,2020-05-07,2020-05-12,tbirth_year,1941,NA,209667,98080,0.6907321245222908
State,California,06,2020-05-07,2020-05-12,tbirth_year,1942,NA,210193,60918,0.6924647952971632
State,California,06,2020-05-07,2020-05-12,tbirth_year,1943,NA,191676,54486,0.6314612196370343
State,California,06,2020-05-07,2020-05-12,tbirth_year,1944,NA,269450,101909,0.8876822008752551
State,California,06,2020-05-07,2020-05-12,tbirth_year,1945,NA,266341,97480,0.8774388825866594
State,California,06,2020-05-07,2020-05-12,tbirth_year,1946,NA,229561,81071,0.7562709856017051
State,California,06,2020-05-07,2020-05-12,tbirth_year,1947,NA,167478,52227,0.5517448554226001
State,California,06,2020-05-07,2020-05-12,tbirth_year,1948,NA,143237,41355,0.4718824136294101
State,California,06,2020-05-07,2020-05-12,tbirth_year,1949,NA,422368,121879,1.3914597012295395
State,California,06,2020-05-07,2020-05-12,tbirth_year,1950,NA,470906,125612,1.5513650421838139
State,California,06,2020-05-07,2020-05-12,tbirth_year,1951,NA,397656,95607,1.3100471611101219
State,California,06,2020-05-07,2020-05-12,tbirth_year,1952,NA,403578,92971,1.329557648874899
State,California,06,2020-05-07,2020-05-12,tbirth_year,1953,NA,491570,165778,1.6194411886003137
State,California,06,2020-05-07,2020-05-12,tbirth_year,1954,NA,170724,45760,0.5624362229639518
State,California,06,2020-05-07,2020-05-12,tbirth_year,1955,NA,763538,189028,2.5154163315570734
State,California,06,2020-05-07,2020-05-12,tbirth_year,1956,NA,432819,100357,1.4258900151085345
State,California,06,2020-05-07,2020-05-12,tbirth_year,1957,NA,446513,102744,1.4710015003256618
State,California,06,2020-05-07,2020-05-12,tbirth_year,1958,NA,412189,89806,1.3579244117175064
State,California,06,2020-05-07,2020-05-12,tbirth_year,1959,NA,690367,272279,2.274361289855985
State,California,06,2020-05-07,2020-05-12,tbirth_year,1960,NA,594378,231747,1.958131259221102
State,California,06,2020-05-07,2020-05-12,tbirth_year,1961,NA,560685,166652,1.8471352156393686
State,California,06,2020-05-07,2020-05-12,tbirth_year,1962,NA,825666,252729,2.720094776542397
State,California,06,2020-05-07,2020-05-12,tbirth_year,1963,NA,152374,40385,0.5019845548997558
State,California,06,2020-05-07,2020-05-12,tbirth_year,1964,NA,604230,158552,1.990588939726815
State,California,06,2020-05-07,2020-05-12,tbirth_year,1965,NA,675743,214681,2.226183815499199
State,California,06,2020-05-07,2020-05-12,tbirth_year,1966,NA,527968,145971,1.7393507152976424
State,California,06,2020-05-07,2020-05-12,tbirth_year,1967,NA,784575,178809,2.584721362969345
State,California,06,2020-05-07,2020-05-12,tbirth_year,1968,NA,227585,56480,0.7497601704942249
State,California,06,2020-05-07,2020-05-12,tbirth_year,1969,NA,725148,186472,2.3889439157538357
State,California,06,2020-05-07,2020-05-12,tbirth_year,1970,NA,392540,82080,1.2931942871134767
State,California,06,2020-05-07,2020-05-12,tbirth_year,1971,NA,444773,105186,1.4652719887472117
State,California,06,2020-05-07,2020-05-12,tbirth_year,1972,NA,366561,84163,1.2076057460840102
State,California,06,2020-05-07,2020-05-12,tbirth_year,1973,NA,496556,125989,1.6358641752138676
State,California,06,2020-05-07,2020-05-12,tbirth_year,1974,NA,618827,185898,2.0386788733185903
State,California,06,2020-05-07,2020-05-12,tbirth_year,1975,NA,372464,133698,1.2270531483884106
State,California,06,2020-05-07,2020-05-12,tbirth_year,1976,NA,493479,151058,1.6257294626201608
State,California,06,2020-05-07,2020-05-12,tbirth_year,1977,NA,832989,169482,2.7442175191853138
State,California,06,2020-05-07,2020-05-12,tbirth_year,1978,NA,507602,124875,1.6722551572314766
State,California,06,2020-05-07,2020-05-12,tbirth_year,1979,NA,629868,111126,2.07505051713329
State,California,06,2020-05-07,2020-05-12,tbirth_year,1980,NA,273324,72759,0.9004439621403924
State,California,06,2020-05-07,2020-05-12,tbirth_year,1981,NA,805970,168097,2.655207849926438
State,California,06,2020-05-07,2020-05-12,tbirth_year,1982,NA,494111,93066,1.6278104609663657
State,California,06,2020-05-07,2020-05-12,tbirth_year,1983,NA,574069,123692,1.8912258077728181
State,California,06,2020-05-07,2020-05-12,tbirth_year,1984,NA,473804,91834,1.560909284980696
State,California,06,2020-05-07,2020-05-12,tbirth_year,1985,NA,459427,103129,1.5135455671581004
State,California,06,2020-05-07,2020-05-12,tbirth_year,1986,NA,641233,102613,2.112493036622982
State,California,06,2020-05-07,2020-05-12,tbirth_year,1987,NA,891737,160946,2.9377596390669227
State,California,06,2020-05-07,2020-05-12,tbirth_year,1988,NA,962904,224746,3.172214459141895
State,California,06,2020-05-07,2020-05-12,tbirth_year,1989,NA,649356,271480,2.1392547848485455
State,California,06,2020-05-07,2020-05-12,tbirth_year,1990,NA,521473,106327,1.7179538608813978
State,California,06,2020-05-07,2020-05-12,tbirth_year,1991,NA,1892719,411758,6.235417477723745
State,California,06,2020-05-07,2020-05-12,tbirth_year,1992,NA,415546,156513,1.3689848946641583
State,California,06,2020-05-07,2020-05-12,tbirth_year,1993,NA,1093438,385489,3.6022478201037917
State,California,06,2020-05-07,2020-05-12,tbirth_year,1994,NA,346379,82586,1.14111782112729
State,California,06,2020-05-07,2020-05-12,tbirth_year,1995,NA,276979,105991,0.9124871797901593
State,California,06,2020-05-07,2020-05-12,tbirth_year,1996,NA,423456,230369,1.395044458957856
State,California,06,2020-05-07,2020-05-12,tbirth_year,1997,NA,171915,83434,0.5663611145159727
State,California,06,2020-05-07,2020-05-12,tbirth_year,1998,NA,196168,107529,0.6462618514121322
State,California,06,2020-05-07,2020-05-12,tbirth_year,1999,NA,26476,20504,0.08722356148718274
State,California,06,2020-05-07,2020-05-12,tbirth_year,2000,NA,73413,55780,0.24185318135315004
State,California,06,2020-05-07,2020-05-12,tbirth_year,2001,NA,132592,104533,0.43681258918245103
State,California,06,2020-05-07,2020-05-12,tbirth_year,2002,NA,331874,240392,1.093334741142485
State,California,06,2020-05-07,2020-05-12,tbirth_year_curfoodsuf_34,1932,NA,1570,1571,0.04741794496215141
State,California,06,2020-05-07,2020-05-12,tbirth_year_curfoodsuf_34,1940,NA,23763,19691,0.7176684560855848
State,California,06,2020-05-07,2020-05-12,tbirth_year_curfoodsuf_34,1944,NA,4204,4823,0.12696324459864378
State,California,06,2020-05-07,2020-05-12,tbirth_year_curfoodsuf_34,1945,NA,2322,2560,0.07013854730169558
State,California,06,2020-05-07,2020-05-12,tbirth_year_curfoodsuf_34,1946,NA,2238,2366,0.06758435158767608
State,California,06,2020-05-07,2020-05-12,tbirth_year_curfoodsuf_34,1949,NA,12733,11547,0.3845566942717671
State,California,06,2020-05-07,2020-05-12,tbirth_year_curfoodsuf_34,1950,NA,35660,35547,1.076954116282481
State,California,06,2020-05-07,2020-05-12,tbirth_year_curfoodsuf_34,1951,NA,11840,11970,0.3575767585248851
State,California,06,2020-05-07,2020-05-12,tbirth_year_curfoodsuf_34,1953,NA,25279,21544,0.7634416451957595
State,California,06,2020-05-07,2020-05-12,tbirth_year_curfoodsuf_34,1954,NA,5229,5542,0.15790736352446771
State,California,06,2020-05-07,2020-05-12,tbirth_year_curfoodsuf_34,1956,NA,5772,4293,0.17432975687129224
State,California,06,2020-05-07,2020-05-12,tbirth_year_curfoodsuf_34,1957,NA,13007,10770,0.3928201319670294
State,California,06,2020-05-07,2020-05-12,tbirth_year_curfoodsuf_34,1958,NA,13106,12365,0.39580539453623576
State,California,06,2020-05-07,2020-05-12,tbirth_year_curfoodsuf_34,1959,NA,1424,1352,0.04300816548236395
State,California,06,2020-05-07,2020-05-12,tbirth_year_curfoodsuf_34,1960,NA,311447,216300,9.405921153516191
State,California,06,2020-05-07,2020-05-12,tbirth_year_curfoodsuf_34,1961,NA,50525,50407,1.5258878830922882
State,California,06,2020-05-07,2020-05-12,tbirth_year_curfoodsuf_34,1962,NA,283807,130501,8.571171226825127
State,California,06,2020-05-07,2020-05-12,tbirth_year_curfoodsuf_34,1963,NA,8810,5804,0.26607058462677374
State,California,06,2020-05-07,2020-05-12,tbirth_year_curfoodsuf_34,1964,NA,116362,98085,3.5142195499057136
State,California,06,2020-05-07,2020-05-12,tbirth_year_curfoodsuf_34,1965,NA,26881,24576,0.811817328584931
State,California,06,2020-05-07,2020-05-12,tbirth_year_curfoodsuf_34,1966,NA,42582,30917,1.2859911142625369
State,California,06,2020-05-07,2020-05-12,tbirth_year_curfoodsuf_34,1967,NA,41360,43203,1.249102997139721
State,California,06,2020-05-07,2020-05-12,tbirth_year_curfoodsuf_34,1968,NA,9085,9304,0.2743771785547177
State,California,06,2020-05-07,2020-05-12,tbirth_year_curfoodsuf_34,1969,NA,126097,91782,3.808206334877159
State,California,06,2020-05-07,2020-05-12,tbirth_year_curfoodsuf_34,1970,NA,35639,23452,1.0763187592055472
State,California,06,2020-05-07,2020-05-12,tbirth_year_curfoodsuf_34,1971,NA,1119,1119,0.03380206887248607
State,California,06,2020-05-07,2020-05-12,tbirth_year_curfoodsuf_34,1972,NA,7178,6078,0.21677970465231902
State,California,06,2020-05-07,2020-05-12,tbirth_year_curfoodsuf_34,1973,NA,75598,76238,2.283107048022486
State,California,06,2020-05-07,2020-05-12,tbirth_year_curfoodsuf_34,1974,NA,42176,33001,1.27373740247052
State,California,06,2020-05-07,2020-05-12,tbirth_year_curfoodsuf_34,1975,NA,54863,26909,1.65688786265064
State,California,06,2020-05-07,2020-05-12,tbirth_year_curfoodsuf_34,1976,NA,45570,38481,1.376252909130883
State,California,06,2020-05-07,2020-05-12,tbirth_year_curfoodsuf_34,1977,NA,89680,78224,2.708412916234218
State,California,06,2020-05-07,2020-05-12,tbirth_year_curfoodsuf_34,1978,NA,148731,92686,4.491785854401581
State,California,06,2020-05-07,2020-05-12,tbirth_year_curfoodsuf_34,1979,NA,37495,19452,1.1323803114742086
State,California,06,2020-05-07,2020-05-12,tbirth_year_curfoodsuf_34,1980,NA,41330,31291,1.24819523074792
State,California,06,2020-05-07,2020-05-12,tbirth_year_curfoodsuf_34,1981,NA,249949,135110,7.548626644173501
State,California,06,2020-05-07,2020-05-12,tbirth_year_curfoodsuf_34,1982,NA,72281,37592,2.182923471613066
State,California,06,2020-05-07,2020-05-12,tbirth_year_curfoodsuf_34,1983,NA,127930,95605,3.863578242846729
State,California,06,2020-05-07,2020-05-12,tbirth_year_curfoodsuf_34,1984,NA,14042,7241,0.42407373583521285
State,California,06,2020-05-07,2020-05-12,tbirth_year_curfoodsuf_34,1985,NA,18786,15927,0.5673652435038908
State,California,06,2020-05-07,2020-05-12,tbirth_year_curfoodsuf_34,1986,NA,56691,43022,1.7120970072788984
State,California,06,2020-05-07,2020-05-12,tbirth_year_curfoodsuf_34,1987,NA,90244,65958,2.7254408948049837
State,California,06,2020-05-07,2020-05-12,tbirth_year_curfoodsuf_34,1988,NA,39625,21786,1.1966954629414337
State,California,06,2020-05-07,2020-05-12,tbirth_year_curfoodsuf_34,1989,NA,62027,52177,1.873252408033615
State,California,06,2020-05-07,2020-05-12,tbirth_year_curfoodsuf_34,1990,NA,116346,74861,3.5137349691719657
State,California,06,2020-05-07,2020-05-12,tbirth_year_curfoodsuf_34,1991,NA,353839,170601,10.686196662986426
State,California,06,2020-05-07,2020-05-12,tbirth_year_curfoodsuf_34,1992,NA,100744,85600,3.042532550777808
State,California,06,2020-05-07,2020-05-12,tbirth_year_curfoodsuf_34,1993,NA,85849,91374,2.5927069124016144
State,California,06,2020-05-07,2020-05-12,tbirth_year_curfoodsuf_34,1995,NA,56409,46056,1.7035983675123143
State,California,06,2020-05-07,2020-05-12,tbirth_year_curfoodsuf_34,1996,NA,22936,25829,0.6926693287036539
State,California,06,2020-05-07,2020-05-12,tbirth_year_curfoodsuf_34,2000,NA,58600,55650,1.7697673607275004
