area_type,area,fips,date_start,date_end,variable,code,response,n,n_error,pct
State,California,06,2020-05-07,2020-05-12,tbirth_year_curfoodsuf_34,2001,NA,30401,34700,0.9181427462473851
State,California,06,2020-05-07,2020-05-12,tenure,1,Owned free and clear,4161447,381091,13.70956729212816
State,California,06,2020-05-07,2020-05-12,tenure,2,Owned with a mortgage or loan (including home equity loans),10175974,562269,33.52396380569903
State,California,06,2020-05-07,2020-05-12,tenure,3,Rented,12250770,620451,40.359219986157356
State,California,06,2020-05-07,2020-05-12,tenure,4,Occupied without payment of rent,338425,144288,1.1149157967185808
State,California,06,2020-05-07,2020-05-12,tenure,NA,Did not report,3427712,452018,11.292333119296869
State,California,06,2020-05-07,2020-05-12,thhld_numkid,0,NA,18188850,589646,59.92177050140238
State,California,06,2020-05-07,2020-05-12,thhld_numkid,1,NA,4687934,423349,15.444037498733183
State,California,06,2020-05-07,2020-05-12,thhld_numkid,2,NA,4590314,484712,15.122437887495751
State,California,06,2020-05-07,2020-05-12,thhld_numkid,3,NA,1761163,333557,5.802016641468652
State,California,06,2020-05-07,2020-05-12,thhld_numkid,4,NA,376077,98382,1.2389566062923596
State,California,06,2020-05-07,2020-05-12,thhld_numkid,5,NA,749989,287227,2.4707808646076774
State,California,06,2020-05-07,2020-05-12,thhld_numkid_curfoodsuf_34,0,NA,1762813,272247,53.23817056395322
State,California,06,2020-05-07,2020-05-12,thhld_numkid_curfoodsuf_34,1,NA,830540,234743,25.082894823807784
State,California,06,2020-05-07,2020-05-12,thhld_numkid_curfoodsuf_34,2,NA,550379,204976,16.62182351688254
State,California,06,2020-05-07,2020-05-12,thhld_numkid_curfoodsuf_34,3,NA,85942,42423,2.595508204932408
State,California,06,2020-05-07,2020-05-12,thhld_numkid_curfoodsuf_34,4,NA,14951,15504,0.4515232902637281
State,California,06,2020-05-07,2020-05-12,thhld_numkid_curfoodsuf_34,5,NA,66557,55733,2.010079600160312
State,California,06,2020-05-07,2020-05-12,total,NA,Total,30354327,0,100
State,California,06,2020-05-07,2020-05-12,wherefree1,1,Free meals through the school or other programs aimed at children,1324659,289172,52.105234317969874
State,California,06,2020-05-07,2020-05-12,wherefree1,NA,Did not report,29029668,289172,95.63601290510262
State,California,06,2020-05-07,2020-05-12,wherefree2,1,Food pantry or food bank,1168825,351189,45.97551688299515
State,California,06,2020-05-07,2020-05-12,wherefree2,NA,Did not report,29185502,351189,96.1493971769851
State,California,06,2020-05-07,2020-05-12,wherefree3,1,Home-delivered meal service like Meals on Wheels,74448,49738,2.928379994522396
State,California,06,2020-05-07,2020-05-12,wherefree3,NA,Did not report,30279879,49738,99.75473841213216
State,California,06,2020-05-07,2020-05-12,wherefree4,1,"Church, synagogue, temple, mosque or other religious organization",259493,85471,10.207112569485377
State,California,06,2020-05-07,2020-05-12,wherefree4,NA,Did not report,30094834,85471,99.14512029141692
State,California,06,2020-05-07,2020-05-12,wherefree5,1,Shelter or soup kitchen,1977,2037,0.07777042017643794
State,California,06,2020-05-07,2020-05-12,wherefree5,NA,Did not report,30352350,2037,99.99348646802079
State,California,06,2020-05-07,2020-05-12,wherefree6,1,Other community program,397968,151132,15.654010009046804
State,California,06,2020-05-07,2020-05-12,wherefree6,NA,Did not report,29956359,151132,98.68892447069727
State,California,06,2020-05-07,2020-05-12,wherefree7,1,"Family, friends, or neighbors",501706,193815,19.73452708053496
State,California,06,2020-05-07,2020-05-12,wherefree7,NA,Did not report,29852621,193815,98.34716756136618
State,California,06,2020-05-07,2020-05-12,wrkloss,1,Yes,16490250,570865,54.32586310813473
State,California,06,2020-05-07,2020-05-12,wrkloss,2,No,13777845,565337,45.39005289019392
State,California,06,2020-05-07,2020-05-12,wrkloss,NA,Did not report,86232,40162,0.284084001671349
State,California,06,2020-04-23,2020-05-05,curfoodsuf,1,Enough of the kinds of food (I/we) wanted to eat,17026844,354099,56.093630510818116
State,California,06,2020-04-23,2020-05-05,curfoodsuf,2,"Enough, but not always the kinds of food (I/we) wanted to eat",10091597,402150,33.24599031307157
State,California,06,2020-04-23,2020-05-05,curfoodsuf,3,Sometimes not enough to eat,2446326,247234,8.059234519206477
State,California,06,2020-04-23,2020-05-05,curfoodsuf,4,Often not enough to eat,473068,97989,1.5584847149003516
State,California,06,2020-04-23,2020-05-05,curfoodsuf,NA,Did not report,316492,58990,1.0426599420034788
State,California,06,2020-04-23,2020-05-05,egender,1,Male,14853271,0,48.93295943117261
State,California,06,2020-04-23,2020-05-05,egender,2,Female,15501056,0,51.067040568827395
State,California,06,2020-04-23,2020-05-05,egender_curfoodsuf_34,1,Male,1549813,187388,53.08680087518649
State,California,06,2020-04-23,2020-05-05,egender_curfoodsuf_34,2,Female,1369581,164683,46.91319912481351
State,California,06,2020-04-23,2020-05-05,expctloss,1,Yes,13393174,413117,44.122784706356825
State,California,06,2020-04-23,2020-05-05,expctloss,2,No,16796132,412621,55.33356840321864
State,California,06,2020-04-23,2020-05-05,expctloss,NA,Did not report,165020,48622,0.543646890424533
State,California,06,2020-04-23,2020-05-05,foodconf,1,Not at all confident,2268929,262295,7.474814010971686
State,California,06,2020-04-23,2020-05-05,foodconf,2,Somewhat confident,6501661,432543,21.41922425552588
State,California,06,2020-04-23,2020-05-05,foodconf,3,Moderately confident,7485271,401898,24.659651516046058
State,California,06,2020-04-23,2020-05-05,foodconf,4,Very confident,11373367,385638,37.46868448462562
State,California,06,2020-04-23,2020-05-05,foodconf,NA,Did not report,2725098,311816,8.97762573283076
State,California,06,2020-04-23,2020-05-05,foodsufrsn1_curfoodsuf_34,1,Couldn't afford to buy more food,2257069,239997,77.31292072247487
State,California,06,2020-04-23,2020-05-05,foodsufrsn1_curfoodsuf_34,NA,Did not report,662325,141843,22.687079277525143
State,California,06,2020-04-23,2020-05-05,foodsufrsn2_curfoodsuf_34,1,Couldn’t get out to buy food,418724,118532,14.342851062159667
State,California,06,2020-04-23,2020-05-05,foodsufrsn2_curfoodsuf_34,NA,Did not report,2500670,235878,85.65714893784035
State,California,06,2020-04-23,2020-05-05,foodsufrsn3_curfoodsuf_34,1,Afraid to go or didn’t want to go out to buy food,580204,147543,19.874123358865397
State,California,06,2020-04-23,2020-05-05,foodsufrsn3_curfoodsuf_34,NA,Did not report,2339190,240809,80.12587664113461
State,California,06,2020-04-23,2020-05-05,foodsufrsn4_curfoodsuf_34,1,Couldn’t get groceries or meals delivered to me,194925,78370,6.676908833603417
State,California,06,2020-04-23,2020-05-05,foodsufrsn4_curfoodsuf_34,NA,Did not report,2724469,264758,93.3230911663966
State,California,06,2020-04-23,2020-05-05,foodsufrsn5_curfoodsuf_34,1,The stores didn’t have the food I wanted,630085,139865,21.58273313414025
State,California,06,2020-04-23,2020-05-05,foodsufrsn5_curfoodsuf_34,NA,Did not report,2289309,245325,78.41726686585976
State,California,06,2020-04-23,2020-05-05,freefood,1,Yes,2741033,241053,9.030124010544684
State,California,06,2020-04-23,2020-05-05,freefood,2,No,27220255,242401,89.67504167282503
State,California,06,2020-04-23,2020-05-05,freefood,NA,Did not report,393038,69579,1.2948343166302927
State,California,06,2020-04-23,2020-05-05,mortconf,1,No confidence,1595463,207333,7.0296378393073216
State,California,06,2020-04-23,2020-05-05,mortconf,2,Slight confidence,3599570,359428,15.859766976784435
State,California,06,2020-04-23,2020-05-05,mortconf,3,Moderate confidence,5325805,307038,23.465586270649965
State,California,06,2020-04-23,2020-05-05,mortconf,4,High confidence,11540618,442425,50.848158099416416
State,California,06,2020-04-23,2020-05-05,mortconf,5,Payment is/will be deferred,465926,84053,2.0528799017287898
State,California,06,2020-04-23,2020-05-05,mortconf,NA,Did not report,7826945,454937,25.785268063620077
State,California,06,2020-04-23,2020-05-05,mortlmth,1,Yes,19842178,424065,87.42497182222898
State,California,06,2020-04-23,2020-05-05,mortlmth,2,No,1891118,202416,8.332299816872613
State,California,06,2020-04-23,2020-05-05,mortlmth,3,Payment was deferred,828892,149699,3.652112296315932
State,California,06,2020-04-23,2020-05-05,mortlmth,NA,Did not report,7792139,456110,25.67060310064286
State,California,06,2020-04-23,2020-05-05,prifoodsuf,1,Enough of the kinds of food (I/we) wanted to eat,20684622,381336,68.14389945087927
State,California,06,2020-04-23,2020-05-05,prifoodsuf,2,"Enough, but not always the kinds of food (I/we) wanted to eat",7015956,402267,23.113528271187135
State,California,06,2020-04-23,2020-05-05,prifoodsuf,3,Sometimes not enough to eat,1920442,238756,6.326749099325717
State,California,06,2020-04-23,2020-05-05,prifoodsuf,4,Often not enough to eat,450104,92563,1.482832411257777
State,California,06,2020-04-23,2020-05-05,prifoodsuf,NA,Did not report,283203,47591,0.9329907673501007
State,California,06,2020-04-23,2020-05-05,rhispanic,1,"No, not of Hispanic, Latino, or Spanish origin",19323453,0,63.659633359456194
State,California,06,2020-04-23,2020-05-05,rhispanic,2,"Yes, of Hispanic, Latino, or Spanish origin",11030874,0,36.34036664054381
State,California,06,2020-04-23,2020-05-05,rhispanic_curfoodsuf_34,1,"No, not of Hispanic, Latino, or Spanish origin",1673645,218599,57.32849421641346
State,California,06,2020-04-23,2020-05-05,rhispanic_curfoodsuf_34,2,"Yes, of Hispanic, Latino, or Spanish origin",1245749,181560,42.67150578358655
State,California,06,2020-04-23,2020-05-05,rhispanic_rrace,11,Non-hispanic White,11815538,0,38.92538436713014
State,California,06,2020-04-23,2020-05-05,rhispanic_rrace,12,Non-hispanic Black,1679096,0,5.531653823946674
State,California,06,2020-04-23,2020-05-05,rhispanic_rrace,13,Non-hispanic Asian,4355170,134038,14.347773628202736
State,California,06,2020-04-23,2020-05-05,rhispanic_rrace,14,Non-hispanic Other,1473648,134038,4.854821540176639
State,California,06,2020-04-23,2020-05-05,rhispanic_rrace,21,Hispanic White,8593737,273413,28.31140813323451
State,California,06,2020-04-23,2020-05-05,rhispanic_rrace,22,Hispanic Black,633833,135086,2.0881132374970055
State,California,06,2020-04-23,2020-05-05,rhispanic_rrace,23,Hispanic Asian,572429,140464,1.8858242050099234
State,California,06,2020-04-23,2020-05-05,rhispanic_rrace,24,Hispanic Other,1230874,213892,4.055021064802373
State,California,06,2020-04-23,2020-05-05,rhispanic_rrace_curfoodsuf_34,11,Non-hispanic White,776358,170459,26.59310850024129
State,California,06,2020-04-23,2020-05-05,rhispanic_rrace_curfoodsuf_34,12,Non-hispanic Black,537912,114247,18.425483748002886
State,California,06,2020-04-23,2020-05-05,rhispanic_rrace_curfoodsuf_34,13,Non-hispanic Asian,194791,54288,6.672298844657861
State,California,06,2020-04-23,2020-05-05,rhispanic_rrace_curfoodsuf_34,14,Non-hispanic Other,164584,62585,5.637603123511426
State,California,06,2020-04-23,2020-05-05,rhispanic_rrace_curfoodsuf_34,21,Hispanic White,835365,150019,28.61432318881502
State,California,06,2020-04-23,2020-05-05,rhispanic_rrace_curfoodsuf_34,22,Hispanic Black,80534,62821,2.758569189756345
State,California,06,2020-04-23,2020-05-05,rhispanic_rrace_curfoodsuf_34,23,Hispanic Asian,133898,102938,4.586507968216826
State,California,06,2020-04-23,2020-05-05,rhispanic_rrace_curfoodsuf_34,24,Hispanic Other,195953,78624,6.712105436798351
State,California,06,2020-04-23,2020-05-05,rrace,1,"White, Alone",20409276,273413,67.23679250036466
State,California,06,2020-04-23,2020-05-05,rrace,2,"Black, Alone",2312929,135086,7.619767061443681
State,California,06,2020-04-23,2020-05-05,rrace,3,"Asian, Alone",4927599,188291,16.23359783321266
State,California,06,2020-04-23,2020-05-05,rrace,4,"Any other race alone, or race in combination",2704523,257928,8.90984260497901
State,California,06,2020-04-23,2020-05-05,rrace_curfoodsuf_34,1,"White, Alone",1611722,229486,55.20743168905631
State,California,06,2020-04-23,2020-05-05,rrace_curfoodsuf_34,2,"Black, Alone",618446,135668,21.184052937759233
State,California,06,2020-04-23,2020-05-05,rrace_curfoodsuf_34,3,"Asian, Alone",328689,119119,11.258806812874688
State,California,06,2020-04-23,2020-05-05,rrace_curfoodsuf_34,4,"Any other race alone, or race in combination",360537,101464,12.349708560309777
State,California,06,2020-04-23,2020-05-05,tbirth_year,1932,NA,389483,183611,1.2831225027318052
State,California,06,2020-04-23,2020-05-05,tbirth_year,1933,NA,33612,14359,0.11073226249175426
State,California,06,2020-04-23,2020-05-05,tbirth_year,1934,NA,41534,16337,0.13682910074136828
State,California,06,2020-04-23,2020-05-05,tbirth_year,1935,NA,34604,13922,0.11399963641226338
State,California,06,2020-04-23,2020-05-05,tbirth_year,1936,NA,21570,10612,0.07105990623325491
State,California,06,2020-04-23,2020-05-05,tbirth_year,1937,NA,141491,54385,0.46613260859392797
State,California,06,2020-04-23,2020-05-05,tbirth_year,1938,NA,46053,18543,0.1517173766819171
State,California,06,2020-04-23,2020-05-05,tbirth_year,1939,NA,94348,36486,0.31082206122356487
State,California,06,2020-04-23,2020-05-05,tbirth_year,1940,NA,150620,52690,0.49620654092527466
State,California,06,2020-04-23,2020-05-05,tbirth_year,1941,NA,110076,38329,0.3626377782979341
State,California,06,2020-04-23,2020-05-05,tbirth_year,1942,NA,154774,36584,0.5098920424754722
State,California,06,2020-04-23,2020-05-05,tbirth_year,1943,NA,159865,47950,0.5266641884263223
State,California,06,2020-04-23,2020-05-05,tbirth_year,1944,NA,200202,61640,0.6595495112170867
State,California,06,2020-04-23,2020-05-05,tbirth_year,1945,NA,159536,42484,0.5255796387468692
State,California,06,2020-04-23,2020-05-05,tbirth_year,1946,NA,244278,64215,0.8047566568038337
State,California,06,2020-04-23,2020-05-05,tbirth_year,1947,NA,221233,46071,0.7288336918320862
State,California,06,2020-04-23,2020-05-05,tbirth_year,1948,NA,353587,109365,1.1648659412109361
State,California,06,2020-04-23,2020-05-05,tbirth_year,1949,NA,405182,105861,1.3348418694381714
State,California,06,2020-04-23,2020-05-05,tbirth_year,1950,NA,499485,133798,1.6455136984934566
State,California,06,2020-04-23,2020-05-05,tbirth_year,1951,NA,382319,111545,1.2595209092859934
State,California,06,2020-04-23,2020-05-05,tbirth_year,1952,NA,552968,132508,1.8217114140469022
State,California,06,2020-04-23,2020-05-05,tbirth_year,1953,NA,421287,83854,1.3878965844466742
State,California,06,2020-04-23,2020-05-05,tbirth_year,1954,NA,401664,89345,1.3232505918747894
State,California,06,2020-04-23,2020-05-05,tbirth_year,1955,NA,613280,139068,2.020404804097243
State,California,06,2020-04-23,2020-05-05,tbirth_year,1956,NA,556761,156151,1.834205695912341
State,California,06,2020-04-23,2020-05-05,tbirth_year,1957,NA,398590,82618,1.3131253845671051
State,California,06,2020-04-23,2020-05-05,tbirth_year,1958,NA,393000,75984,1.2947097449766638
State,California,06,2020-04-23,2020-05-05,tbirth_year,1959,NA,398496,65277,1.3128147310938736
State,California,06,2020-04-23,2020-05-05,tbirth_year,1960,NA,363552,72892,1.1976926751838588
State,California,06,2020-04-23,2020-05-05,tbirth_year,1961,NA,497699,101257,1.639631114117566
State,California,06,2020-04-23,2020-05-05,tbirth_year,1962,NA,539700,110399,1.7779998204768368
State,California,06,2020-04-23,2020-05-05,tbirth_year,1963,NA,837806,185625,2.7600862720373733
State,California,06,2020-04-23,2020-05-05,tbirth_year,1964,NA,501962,79889,1.6536753099294796
State,California,06,2020-04-23,2020-05-05,tbirth_year,1965,NA,459571,100842,1.5140225675878072
State,California,06,2020-04-23,2020-05-05,tbirth_year,1966,NA,582517,82456,1.919057473685063
State,California,06,2020-04-23,2020-05-05,tbirth_year,1967,NA,618469,123178,2.037499300562274
State,California,06,2020-04-23,2020-05-05,tbirth_year,1968,NA,445114,76014,1.4663939245403834
State,California,06,2020-04-23,2020-05-05,tbirth_year,1969,NA,581986,115656,1.917308283911884
State,California,06,2020-04-23,2020-05-05,tbirth_year,1970,NA,340639,76472,1.1222087754465089
State,California,06,2020-04-23,2020-05-05,tbirth_year,1971,NA,420343,83830,1.384788654797272
State,California,06,2020-04-23,2020-05-05,tbirth_year,1972,NA,366421,78611,1.2071472517602249
State,California,06,2020-04-23,2020-05-05,tbirth_year,1973,NA,653006,143036,2.151279337343407
State,California,06,2020-04-23,2020-05-05,tbirth_year,1974,NA,544110,100062,1.7925283892560189
State,California,06,2020-04-23,2020-05-05,tbirth_year,1975,NA,474617,135399,1.563589536505215
State,California,06,2020-04-23,2020-05-05,tbirth_year,1976,NA,579492,123736,1.909092403030407
State,California,06,2020-04-23,2020-05-05,tbirth_year,1977,NA,409315,71473,1.348457607748081
State,California,06,2020-04-23,2020-05-05,tbirth_year,1978,NA,484479,92477,1.596078713194785
State,California,06,2020-04-23,2020-05-05,tbirth_year,1979,NA,407067,60704,1.341051028334698
State,California,06,2020-04-23,2020-05-05,tbirth_year,1980,NA,653725,108613,2.1536453193965137
State,California,06,2020-04-23,2020-05-05,tbirth_year,1981,NA,691261,77394,2.2773070282738495
State,California,06,2020-04-23,2020-05-05,tbirth_year,1982,NA,492793,63694,1.623470125254845
State,California,06,2020-04-23,2020-05-05,tbirth_year,1983,NA,406014,52957,1.3375828949674289
State,California,06,2020-04-23,2020-05-05,tbirth_year,1984,NA,646069,67049,2.128424988472259
State,California,06,2020-04-23,2020-05-05,tbirth_year,1985,NA,458228,95003,1.5095980208652149
State,California,06,2020-04-23,2020-05-05,tbirth_year,1986,NA,670782,116116,2.2098409547606415
State,California,06,2020-04-23,2020-05-05,tbirth_year,1987,NA,771172,124083,2.5405655374709593
State,California,06,2020-04-23,2020-05-05,tbirth_year,1988,NA,659237,101952,2.171806814873829
State,California,06,2020-04-23,2020-05-05,tbirth_year,1989,NA,586051,104390,1.9307009242427153
State,California,06,2020-04-23,2020-05-05,tbirth_year,1990,NA,391121,72924,1.2885172947602739
State,California,06,2020-04-23,2020-05-05,tbirth_year,1991,NA,1014253,205923,3.341379000260768
State,California,06,2020-04-23,2020-05-05,tbirth_year,1992,NA,748165,134336,2.4647711036831135
State,California,06,2020-04-23,2020-05-05,tbirth_year,1993,NA,864893,211477,2.8493243134943502
State,California,06,2020-04-23,2020-05-05,tbirth_year,1994,NA,622746,156614,2.0515903979129146
State,California,06,2020-04-23,2020-05-05,tbirth_year,1995,NA,419600,134770,1.3823390131220157
State,California,06,2020-04-23,2020-05-05,tbirth_year,1996,NA,608931,114457,2.006077058048908
State,California,06,2020-04-23,2020-05-05,tbirth_year,1997,NA,412497,111180,1.3589403001727904
State,California,06,2020-04-23,2020-05-05,tbirth_year,1998,NA,768565,146476,2.5319786454046174
State,California,06,2020-04-23,2020-05-05,tbirth_year,1999,NA,246044,93377,0.8105746526065005
State,California,06,2020-04-23,2020-05-05,tbirth_year,2000,NA,141787,75970,0.4671068079636734
State,California,06,2020-04-23,2020-05-05,tbirth_year,2001,NA,289206,124771,0.9527656366449866
State,California,06,2020-04-23,2020-05-05,tbirth_year,2002,NA,103420,74497,0.34070785461880543
State,California,06,2020-04-23,2020-05-05,tbirth_year_curfoodsuf_34,1938,NA,6931,8176,0.2374192710619108
State,California,06,2020-04-23,2020-05-05,tbirth_year_curfoodsuf_34,1940,NA,6110,6832,0.20927762329694755
State,California,06,2020-04-23,2020-05-05,tbirth_year_curfoodsuf_34,1943,NA,44787,41143,1.5341247122487192
State,California,06,2020-04-23,2020-05-05,tbirth_year_curfoodsuf_34,1946,NA,16899,16064,0.5788425970680069
State,California,06,2020-04-23,2020-05-05,tbirth_year_curfoodsuf_34,1948,NA,3608,2737,0.12358092811814578
State,California,06,2020-04-23,2020-05-05,tbirth_year_curfoodsuf_34,1949,NA,8399,7132,0.28769903356670856
State,California,06,2020-04-23,2020-05-05,tbirth_year_curfoodsuf_34,1950,NA,11169,7918,0.382566974354561
State,California,06,2020-04-23,2020-05-05,tbirth_year_curfoodsuf_34,1951,NA,27953,24723,0.9574969541450122
State,California,06,2020-04-23,2020-05-05,tbirth_year_curfoodsuf_34,1952,NA,36730,33098,1.2581406938428854
State,California,06,2020-04-23,2020-05-05,tbirth_year_curfoodsuf_34,1953,NA,27090,11155,0.9279382724643441
State,California,06,2020-04-23,2020-05-05,tbirth_year_curfoodsuf_34,1954,NA,19051,11006,0.6525599448243452
State,California,06,2020-04-23,2020-05-05,tbirth_year_curfoodsuf_34,1955,NA,1541,1589,0.05279572654698744
State,California,06,2020-04-23,2020-05-05,tbirth_year_curfoodsuf_34,1956,NA,82887,59224,2.839194834628255
State,California,06,2020-04-23,2020-05-05,tbirth_year_curfoodsuf_34,1957,NA,5884,5103,0.201563983880665
State,California,06,2020-04-23,2020-05-05,tbirth_year_curfoodsuf_34,1958,NA,14510,7738,0.4970182714859509
State,California,06,2020-04-23,2020-05-05,tbirth_year_curfoodsuf_34,1959,NA,4853,3385,0.1662380664809994
State,California,06,2020-04-23,2020-05-05,tbirth_year_curfoodsuf_34,1960,NA,16262,11899,0.5570315844792918
State,California,06,2020-04-23,2020-05-05,tbirth_year_curfoodsuf_34,1961,NA,69526,52563,2.3815240564686033
State,California,06,2020-04-23,2020-05-05,tbirth_year_curfoodsuf_34,1962,NA,27102,15915,0.9283594522128132
State,California,06,2020-04-23,2020-05-05,tbirth_year_curfoodsuf_34,1963,NA,22762,15568,0.7796859700032062
State,California,06,2020-04-23,2020-05-05,tbirth_year_curfoodsuf_34,1964,NA,68627,25166,2.350744646581786
State,California,06,2020-04-23,2020-05-05,tbirth_year_curfoodsuf_34,1965,NA,57078,32354,1.9551171950500614
State,California,06,2020-04-23,2020-05-05,tbirth_year_curfoodsuf_34,1966,NA,6749,5801,0.23116269641712883
State,California,06,2020-04-23,2020-05-05,tbirth_year_curfoodsuf_34,1967,NA,44652,30857,1.5295036238444437
State,California,06,2020-04-23,2020-05-05,tbirth_year_curfoodsuf_34,1968,NA,75969,59843,2.6022259011926687
State,California,06,2020-04-23,2020-05-05,tbirth_year_curfoodsuf_34,1969,NA,159937,72991,5.478438015180373
State,California,06,2020-04-23,2020-05-05,tbirth_year_curfoodsuf_34,1971,NA,86491,57975,2.9626344639937385
State,California,06,2020-04-23,2020-05-05,tbirth_year_curfoodsuf_34,1972,NA,35688,19897,1.222442274023142
State,California,06,2020-04-23,2020-05-05,tbirth_year_curfoodsuf_34,1973,NA,55861,45929,1.9134512287420935
State,California,06,2020-04-23,2020-05-05,tbirth_year_curfoodsuf_34,1974,NA,82648,56971,2.831013655796723
State,California,06,2020-04-23,2020-05-05,tbirth_year_curfoodsuf_34,1975,NA,16292,10993,0.5580675698249201
State,California,06,2020-04-23,2020-05-05,tbirth_year_curfoodsuf_34,1976,NA,20261,11578,0.694000956669735
State,California,06,2020-04-23,2020-05-05,tbirth_year_curfoodsuf_34,1977,NA,20393,9942,0.6985482458385361
State,California,06,2020-04-23,2020-05-05,tbirth_year_curfoodsuf_34,1978,NA,84588,28510,2.8974675101328224
State,California,06,2020-04-23,2020-05-05,tbirth_year_curfoodsuf_34,1979,NA,31968,20950,1.095005176837207
State,California,06,2020-04-23,2020-05-05,tbirth_year_curfoodsuf_34,1980,NA,32078,13956,1.0987821764621106
State,California,06,2020-04-23,2020-05-05,tbirth_year_curfoodsuf_34,1981,NA,128581,59052,4.404383836307617
State,California,06,2020-04-23,2020-05-05,tbirth_year_curfoodsuf_34,1982,NA,39438,17983,1.3508885373813617
State,California,06,2020-04-23,2020-05-05,tbirth_year_curfoodsuf_34,1983,NA,13189,8060,0.45176093855933186
State,California,06,2020-04-23,2020-05-05,tbirth_year_curfoodsuf_34,1984,NA,80603,34610,2.760933922907702
State,California,06,2020-04-23,2020-05-05,tbirth_year_curfoodsuf_34,1985,NA,64334,39218,2.203665146624328
State,California,06,2020-04-23,2020-05-05,tbirth_year_curfoodsuf_34,1986,NA,15242,7504,0.5220809820219705
State,California,06,2020-04-23,2020-05-05,tbirth_year_curfoodsuf_34,1987,NA,140053,65193,4.797342369236068
State,California,06,2020-04-23,2020-05-05,tbirth_year_curfoodsuf_34,1988,NA,13810,11001,0.47302721385881047
State,California,06,2020-04-23,2020-05-05,tbirth_year_curfoodsuf_34,1989,NA,42095,18713,1.4419184611190634
State,California,06,2020-04-23,2020-05-05,tbirth_year_curfoodsuf_34,1990,NA,35960,17727,1.23176634618589
State,California,06,2020-04-23,2020-05-05,tbirth_year_curfoodsuf_34,1991,NA,160212,88161,5.487854531640328
State,California,06,2020-04-23,2020-05-05,tbirth_year_curfoodsuf_34,1992,NA,40147,19023,1.3751982456498864
State,California,06,2020-04-23,2020-05-05,tbirth_year_curfoodsuf_34,1993,NA,252713,138145,8.656363172892197
State,California,06,2020-04-23,2020-05-05,tbirth_year_curfoodsuf_34,1994,NA,86248,35997,2.9543171439448157
State,California,06,2020-04-23,2020-05-05,tbirth_year_curfoodsuf_34,1995,NA,172341,99564,5.903306220928235
State,California,06,2020-04-23,2020-05-05,tbirth_year_curfoodsuf_34,1996,NA,58066,33722,1.9889761942227635
State,California,06,2020-04-23,2020-05-05,tbirth_year_curfoodsuf_34,1997,NA,51009,30391,1.7472431891049485
State,California,06,2020-04-23,2020-05-05,tbirth_year_curfoodsuf_34,1998,NA,44646,42616,1.5292943045457543
State,California,06,2020-04-23,2020-05-05,tbirth_year_curfoodsuf_34,1999,NA,30254,25926,1.0363039145763286
State,California,06,2020-04-23,2020-05-05,tbirth_year_curfoodsuf_34,2000,NA,9814,9910,0.336152639976371
State,California,06,2020-04-23,2020-05-05,tbirth_year_curfoodsuf_34,2001,NA,107304,97764,3.6755584005503876
State,California,06,2020-04-23,2020-05-05,tenure,1,Owned free and clear,4101758,346797,13.512925940738581
State,California,06,2020-04-23,2020-05-05,tenure,2,Owned with a mortgage or loan (including home equity loans),11004412,359676,36.253189596866804
State,California,06,2020-04-23,2020-05-05,tenure,3,Rented,11691824,379717,38.51781687838318
State,California,06,2020-04-23,2020-05-05,tenure,4,Occupied without payment of rent,484687,121472,1.5967652184261918
State,California,06,2020-04-23,2020-05-05,tenure,NA,Did not report,3071646,312503,10.119302365585257
State,California,06,2020-04-23,2020-05-05,thhld_numkid,0,NA,16874048,392702,55.59025511328673
State,California,06,2020-04-23,2020-05-05,thhld_numkid,1,NA,6581435,289592,21.682031843235322
State,California,06,2020-04-23,2020-05-05,thhld_numkid,2,NA,4165168,239426,13.721824586371932
State,California,06,2020-04-23,2020-05-05,thhld_numkid,3,NA,1780058,197896,5.864265255115159
State,California,06,2020-04-23,2020-05-05,thhld_numkid,4,NA,566430,149110,1.8660612468887192
State,California,06,2020-04-23,2020-05-05,thhld_numkid,5,NA,387188,123744,1.2755619551021433
State,California,06,2020-04-23,2020-05-05,thhld_numkid_curfoodsuf_34,0,NA,1430462,208160,48.99858605858239
State,California,06,2020-04-23,2020-05-05,thhld_numkid_curfoodsuf_34,1,NA,586180,128542,20.07880920778618
State,California,06,2020-04-23,2020-05-05,thhld_numkid_curfoodsuf_34,2,NA,391746,120708,13.418755771569113
State,California,06,2020-04-23,2020-05-05,thhld_numkid_curfoodsuf_34,3,NA,178783,63209,6.123972100331941
State,California,06,2020-04-23,2020-05-05,thhld_numkid_curfoodsuf_34,4,NA,210655,119708,7.2157205335627594
State,California,06,2020-04-23,2020-05-05,thhld_numkid_curfoodsuf_34,5,NA,121568,66856,4.1641563281676195
State,California,06,2020-04-23,2020-05-05,total,NA,Total,30354327,0,100
State,California,06,2020-04-23,2020-05-05,wherefree1,1,Free meals through the school or other programs aimed at children,1408596,160927,51.389217641627624
State,California,06,2020-04-23,2020-05-05,wherefree1,NA,Did not report,28945731,160927,95.35948991891232
State,California,06,2020-04-23,2020-05-05,wherefree2,1,Food pantry or food bank,821885,197250,29.984504108571084
State,California,06,2020-04-23,2020-05-05,wherefree2,NA,Did not report,29532442,197250,97.29236209504917
State,California,06,2020-04-23,2020-05-05,wherefree3,1,Home-delivered meal service like Meals on Wheels,203927,92713,7.439777579080226
State,California,06,2020-04-23,2020-05-05,wherefree3,NA,Did not report,30150400,92713,99.32817885850037
